fecha_venta,nombre_plato,categoria_plato,cantidad_vendida,tipo_venta,precio_unitario,dia_semana,tipo_dia
2024-07-19,Costillas de Cerdo,Carnes,7,domicilio,54000,Viernes,entre_semana
2024-07-19,Lomo de Cerdo,Carnes,4,mesa,54000,Viernes,entre_semana
2024-07-19,Lomo de Cerdo,Carnes,3,domicilio,54000,Viernes,entre_semana
2024-07-19,Sobrebarriga,Carnes,8,mesa,54000,Viernes,entre_semana
2024-07-19,Sobrebarriga,Carnes,10,domicilio,54000,Viernes,entre_semana
2024-07-19,Pechuga Asada,Carnes,2,mesa,52000,Viernes,entre_semana
2024-07-19,Pechuga Asada,Carnes,3,domicilio,52000,Viernes,entre_semana
2024-07-19,Mojarra 2en1,Pescados,4,mesa,50000,Viernes,entre_semana
2024-07-19,Mojarra 2en1,Pescados,4,domicilio,50000,Viernes,entre_semana
2024-07-19,Trucha 2en1,Pescados,1,mesa,50000,Viernes,entre_semana
2024-07-19,Trucha 2en1,Pescados,1,domicilio,50000,Viernes,entre_semana
2024-07-19,Tierra Aire Mar,Pescados,1,domicilio,90000,Viernes,entre_semana
2024-07-19,Arroz con Pollo,Arroces,7,mesa,45000,Viernes,entre_semana
2024-07-19,Arroz con Pollo,Arroces,7,domicilio,45000,Viernes,entre_semana
2024-07-19,Almuerzo Ejecutivo,Corrientes,41,mesa,25000,Viernes,entre_semana
2024-07-19,Almuerzo Ejecutivo,Corrientes,50,domicilio,25000,Viernes,entre_semana
2024-07-20,Lengua en salsa,Sopas,3,mesa,60000,Sábado,festivo
2024-07-20,Lengua en salsa,Sopas,2,domicilio,60000,Sábado,festivo
2024-07-20,Mute,Sopas,25,mesa,30000,Sábado,festivo
2024-07-20,Mute,Sopas,25,domicilio,30000,Sábado,festivo
2024-07-20,Sancocho de Gallina,Sopas,16,mesa,60000,Sábado,festivo
2024-07-20,Sancocho de Gallina,Sopas,13,domicilio,60000,Sábado,festivo
2024-07-20,Pata,Sopas,3,mesa,27000,Sábado,festivo
2024-07-20,Pata,Sopas,2,domicilio,27000,Sábado,festivo
2024-07-20,Cola de Buey,Sopas,8,mesa,60000,Sábado,festivo
2024-07-20,Cola de Buey,Sopas,9,domicilio,60000,Sábado,festivo
2024-07-20,Cazuela de Mariscos,Sopas,3,mesa,53000,Sábado,festivo
2024-07-20,Cazuela de Mariscos,Sopas,2,domicilio,53000,Sábado,festivo
2024-07-20,Carne Asada (Chatas),Carnes,22,mesa,56000,Sábado,festivo
2024-07-20,Carne Asada (Chatas),Carnes,16,domicilio,56000,Sábado,festivo
2024-07-20,Carne Oreada,Carnes,7,mesa,56000,Sábado,festivo
2024-07-20,Carne Oreada,Carnes,8,domicilio,56000,Sábado,festivo
2024-07-20,Cabro con Pepitoria,Carnes,16,mesa,56000,Sábado,festivo
2024-07-20,Cabro con Pepitoria,Carnes,17,domicilio,56000,Sábado,festivo
2024-07-20,Costillas de Cerdo,Carnes,12,mesa,54000,Sábado,festivo
2024-07-20,Costillas de Cerdo,Carnes,13,domicilio,54000,Sábado,festivo
2024-07-20,Lomo de Cerdo,Carnes,8,mesa,54000,Sábado,festivo
2024-07-20,Lomo de Cerdo,Carnes,6,domicilio,54000,Sábado,festivo
2024-07-20,Sobrebarriga,Carnes,25,mesa,54000,Sábado,festivo
2024-07-20,Sobrebarriga,Carnes,26,domicilio,54000,Sábado,festivo
2024-07-20,Pechuga Asada,Carnes,6,mesa,52000,Sábado,festivo
2024-07-20,Pechuga Asada,Carnes,6,domicilio,52000,Sábado,festivo
2024-07-20,Mojarra 2en1,Pescados,8,mesa,50000,Sábado,festivo
2024-07-20,Mojarra 2en1,Pescados,9,domicilio,50000,Sábado,festivo
2024-07-20,Trucha 2en1,Pescados,3,mesa,50000,Sábado,festivo
2024-07-20,Trucha 2en1,Pescados,3,domicilio,50000,Sábado,festivo
2024-07-20,Tierra Aire Mar,Pescados,1,mesa,90000,Sábado,festivo
2024-07-20,Tierra Aire Mar,Pescados,1,domicilio,90000,Sábado,festivo
2024-07-20,Arroz con Pollo,Arroces,21,mesa,45000,Sábado,festivo
2024-07-20,Arroz con Pollo,Arroces,19,domicilio,45000,Sábado,festivo
2024-07-21,Lengua en salsa,Sopas,4,mesa,60000,Domingo,domingo
2024-07-21,Lengua en salsa,Sopas,3,domicilio,60000,Domingo,domingo
2024-07-21,Mute,Sopas,38,mesa,30000,Domingo,domingo
2024-07-21,Mute,Sopas,32,domicilio,30000,Domingo,domingo
2024-07-21,Sancocho de Gallina,Sopas,24,mesa,60000,Domingo,domingo
2024-07-21,Sancocho de Gallina,Sopas,23,domicilio,60000,Domingo,domingo
2024-07-21,Pata,Sopas,6,mesa,27000,Domingo,domingo
2024-07-21,Pata,Sopas,5,domicilio,27000,Domingo,domingo
2024-07-21,Cola de Buey,Sopas,8,mesa,60000,Domingo,domingo
2024-07-21,Cola de Buey,Sopas,16,domicilio,60000,Domingo,domingo
2024-07-21,Cazuela de Mariscos,Sopas,3,mesa,53000,Domingo,domingo
2024-07-21,Cazuela de Mariscos,Sopas,3,domicilio,53000,Domingo,domingo
2024-07-21,Carne Asada (Chatas),Carnes,32,mesa,56000,Domingo,domingo
2024-07-21,Carne Asada (Chatas),Carnes,31,domicilio,56000,Domingo,domingo
2024-07-21,Carne Oreada,Carnes,9,mesa,56000,Domingo,domingo
2024-07-21,Carne Oreada,Carnes,9,domicilio,56000,Domingo,domingo
2024-07-21,Cabro con Pepitoria,Carnes,25,mesa,56000,Domingo,domingo
2024-07-21,Cabro con Pepitoria,Carnes,32,domicilio,56000,Domingo,domingo
2024-07-21,Costillas de Cerdo,Carnes,12,mesa,54000,Domingo,domingo
2024-07-21,Costillas de Cerdo,Carnes,18,domicilio,54000,Domingo,domingo
2024-07-21,Lomo de Cerdo,Carnes,14,mesa,54000,Domingo,domingo
2024-07-21,Lomo de Cerdo,Carnes,12,domicilio,54000,Domingo,domingo
2024-07-21,Sobrebarriga,Carnes,27,mesa,54000,Domingo,domingo
2024-07-21,Sobrebarriga,Carnes,30,domicilio,54000,Domingo,domingo
2024-07-21,Pechuga Asada,Carnes,9,mesa,52000,Domingo,domingo
2024-07-21,Pechuga Asada,Carnes,12,domicilio,52000,Domingo,domingo
2024-07-21,Mojarra 2en1,Pescados,17,mesa,50000,Domingo,domingo
2024-07-21,Mojarra 2en1,Pescados,15,domicilio,50000,Domingo,domingo
2024-07-21,Trucha 2en1,Pescados,3,mesa,50000,Domingo,domingo
2024-07-21,Trucha 2en1,Pescados,4,domicilio,50000,Domingo,domingo
2024-07-21,Tierra Aire Mar,Pescados,2,mesa,90000,Domingo,domingo
2024-07-21,Tierra Aire Mar,Pescados,2,domicilio,90000,Domingo,domingo
2024-07-21,Arroz con Pollo,Arroces,24,mesa,45000,Domingo,domingo
2024-07-21,Arroz con Pollo,Arroces,26,domicilio,45000,Domingo,domingo
2024-07-23,Lengua en salsa,Sopas,1,mesa,60000,Martes,entre_semana
2024-07-23,Lengua en salsa,Sopas,1,domicilio,60000,Martes,entre_semana
2024-07-23,Sancocho de Gallina,Sopas,3,mesa,60000,Martes,entre_semana
2024-07-23,Sancocho de Gallina,Sopas,3,domicilio,60000,Martes,entre_semana
2024-07-23,Frijoles con Pezuña,Sopas,3,mesa,50000,Martes,entre_semana
2024-07-23,Frijoles con Pezuña,Sopas,2,domicilio,50000,Martes,entre_semana
2024-07-23,Pata,Sopas,1,mesa,27000,Martes,entre_semana
2024-07-23,Pata,Sopas,1,domicilio,27000,Martes,entre_semana
2024-07-23,Cola de Buey,Sopas,4,mesa,60000,Martes,entre_semana
2024-07-23,Cola de Buey,Sopas,4,domicilio,60000,Martes,entre_semana
2024-07-23,Cazuela de Mariscos,Sopas,1,mesa,53000,Martes,entre_semana
2024-07-23,Cazuela de Mariscos,Sopas,1,domicilio,53000,Martes,entre_semana
2024-07-23,Carne Asada (Chatas),Carnes,9,mesa,56000,Martes,entre_semana
2024-07-23,Carne Asada (Chatas),Carnes,9,domicilio,56000,Martes,entre_semana
2024-07-23,Carne Oreada,Carnes,3,mesa,56000,Martes,entre_semana
2024-07-23,Carne Oreada,Carnes,3,domicilio,56000,Martes,entre_semana
2024-07-23,Cabro con Pepitoria,Carnes,10,mesa,56000,Martes,entre_semana
2024-07-23,Cabro con Pepitoria,Carnes,10,domicilio,56000,Martes,entre_semana
2024-07-23,Costillas de Cerdo,Carnes,4,mesa,54000,Martes,entre_semana
2024-07-23,Costillas de Cerdo,Carnes,7,domicilio,54000,Martes,entre_semana
2024-07-23,Lomo de Cerdo,Carnes,4,mesa,54000,Martes,entre_semana
2024-07-23,Lomo de Cerdo,Carnes,4,domicilio,54000,Martes,entre_semana
2024-07-23,Sobrebarriga,Carnes,11,mesa,54000,Martes,entre_semana
2024-07-23,Sobrebarriga,Carnes,12,domicilio,54000,Martes,entre_semana
2024-07-23,Pechuga Asada,Carnes,2,mesa,52000,Martes,entre_semana
2024-07-23,Pechuga Asada,Carnes,4,domicilio,52000,Martes,entre_semana
2024-07-23,Mojarra 2en1,Pescados,4,mesa,50000,Martes,entre_semana
2024-07-23,Mojarra 2en1,Pescados,3,domicilio,50000,Martes,entre_semana
2024-07-23,Trucha 2en1,Pescados,1,mesa,50000,Martes,entre_semana
2024-07-23,Trucha 2en1,Pescados,1,domicilio,50000,Martes,entre_semana
2024-07-23,Tierra Aire Mar,Pescados,1,domicilio,90000,Martes,entre_semana
2024-07-23,Arroz con Pollo,Arroces,7,mesa,45000,Martes,entre_semana
2024-07-23,Arroz con Pollo,Arroces,8,domicilio,45000,Martes,entre_semana
2024-07-23,Almuerzo Ejecutivo,Corrientes,39,mesa,25000,Martes,entre_semana
2024-07-23,Almuerzo Ejecutivo,Corrientes,53,domicilio,25000,Martes,entre_semana
2024-07-24,Lengua en salsa,Sopas,1,mesa,60000,Miércoles,entre_semana
2024-07-24,Lengua en salsa,Sopas,1,domicilio,60000,Miércoles,entre_semana
2024-07-24,Sancocho de Gallina,Sopas,3,mesa,60000,Miércoles,entre_semana
2024-07-24,Sancocho de Gallina,Sopas,3,domicilio,60000,Miércoles,entre_semana
2024-07-24,Frijoles con Pezuña,Sopas,3,mesa,50000,Miércoles,entre_semana
2024-07-24,Frijoles con Pezuña,Sopas,2,domicilio,50000,Miércoles,entre_semana
2024-07-24,Pata,Sopas,1,mesa,27000,Miércoles,entre_semana
2024-07-24,Pata,Sopas,1,domicilio,27000,Miércoles,entre_semana
2024-07-24,Cola de Buey,Sopas,3,mesa,60000,Miércoles,entre_semana
2024-07-24,Cola de Buey,Sopas,4,domicilio,60000,Miércoles,entre_semana
2024-07-24,Cazuela de Mariscos,Sopas,1,mesa,53000,Miércoles,entre_semana
2024-07-24,Cazuela de Mariscos,Sopas,1,domicilio,53000,Miércoles,entre_semana
2024-07-24,Carne Asada (Chatas),Carnes,11,mesa,56000,Miércoles,entre_semana
2024-07-24,Carne Asada (Chatas),Carnes,8,domicilio,56000,Miércoles,entre_semana
2024-07-24,Carne Oreada,Carnes,3,mesa,56000,Miércoles,entre_semana
2024-07-24,Carne Oreada,Carnes,3,domicilio,56000,Miércoles,entre_semana
2024-07-24,Cabro con Pepitoria,Carnes,7,mesa,56000,Miércoles,entre_semana
2024-07-24,Cabro con Pepitoria,Carnes,11,domicilio,56000,Miércoles,entre_semana
2024-07-24,Costillas de Cerdo,Carnes,6,mesa,54000,Miércoles,entre_semana
2024-07-24,Costillas de Cerdo,Carnes,6,domicilio,54000,Miércoles,entre_semana
2024-07-24,Lomo de Cerdo,Carnes,4,mesa,54000,Miércoles,entre_semana
2024-07-24,Lomo de Cerdo,Carnes,5,domicilio,54000,Miércoles,entre_semana
2024-07-24,Sobrebarriga,Carnes,9,mesa,54000,Miércoles,entre_semana
2024-07-24,Sobrebarriga,Carnes,10,domicilio,54000,Miércoles,entre_semana
2024-07-24,Pechuga Asada,Carnes,2,mesa,52000,Miércoles,entre_semana
2024-07-24,Pechuga Asada,Carnes,3,domicilio,52000,Miércoles,entre_semana
2024-07-24,Mojarra 2en1,Pescados,4,mesa,50000,Miércoles,entre_semana
2024-07-24,Mojarra 2en1,Pescados,4,domicilio,50000,Miércoles,entre_semana
2024-07-24,Trucha 2en1,Pescados,1,mesa,50000,Miércoles,entre_semana
2024-07-24,Trucha 2en1,Pescados,1,domicilio,50000,Miércoles,entre_semana
2024-07-24,Tierra Aire Mar,Pescados,1,domicilio,90000,Miércoles,entre_semana
2024-07-24,Arroz con Pollo,Arroces,9,mesa,45000,Miércoles,entre_semana
2024-07-24,Arroz con Pollo,Arroces,9,domicilio,45000,Miércoles,entre_semana
2024-07-24,Almuerzo Ejecutivo,Corrientes,41,mesa,25000,Miércoles,entre_semana
2024-07-24,Almuerzo Ejecutivo,Corrientes,53,domicilio,25000,Miércoles,entre_semana
2024-07-25,Lengua en salsa,Sopas,1,mesa,60000,Jueves,entre_semana
2024-07-25,Lengua en salsa,Sopas,1,domicilio,60000,Jueves,entre_semana
2024-07-25,Sancocho de Gallina,Sopas,3,mesa,60000,Jueves,entre_semana
2024-07-25,Sancocho de Gallina,Sopas,3,domicilio,60000,Jueves,entre_semana
2024-07-25,Frijoles con Pezuña,Sopas,3,mesa,50000,Jueves,entre_semana
2024-07-25,Frijoles con Pezuña,Sopas,2,domicilio,50000,Jueves,entre_semana
2024-07-25,Pata,Sopas,1,mesa,27000,Jueves,entre_semana
2024-07-25,Pata,Sopas,1,domicilio,27000,Jueves,entre_semana
2024-07-25,Cola de Buey,Sopas,3,mesa,60000,Jueves,entre_semana
2024-07-25,Cola de Buey,Sopas,4,domicilio,60000,Jueves,entre_semana
2024-07-25,Cazuela de Mariscos,Sopas,1,mesa,53000,Jueves,entre_semana
2024-07-25,Cazuela de Mariscos,Sopas,1,domicilio,53000,Jueves,entre_semana
2024-07-25,Carne Asada (Chatas),Carnes,8,mesa,56000,Jueves,entre_semana
2024-07-25,Carne Asada (Chatas),Carnes,9,domicilio,56000,Jueves,entre_semana
2024-07-25,Carne Oreada,Carnes,3,mesa,56000,Jueves,entre_semana
2024-07-25,Carne Oreada,Carnes,3,domicilio,56000,Jueves,entre_semana
2024-07-25,Cabro con Pepitoria,Carnes,10,mesa,56000,Jueves,entre_semana
2024-07-25,Cabro con Pepitoria,Carnes,11,domicilio,56000,Jueves,entre_semana
2024-07-25,Costillas de Cerdo,Carnes,5,mesa,54000,Jueves,entre_semana
2024-07-25,Costillas de Cerdo,Carnes,7,domicilio,54000,Jueves,entre_semana
2024-07-25,Lomo de Cerdo,Carnes,4,mesa,54000,Jueves,entre_semana
2024-07-25,Lomo de Cerdo,Carnes,4,domicilio,54000,Jueves,entre_semana
2024-07-25,Sobrebarriga,Carnes,9,mesa,54000,Jueves,entre_semana
2024-07-25,Sobrebarriga,Carnes,8,domicilio,54000,Jueves,entre_semana
2024-07-25,Pechuga Asada,Carnes,2,mesa,52000,Jueves,entre_semana
2024-07-25,Pechuga Asada,Carnes,4,domicilio,52000,Jueves,entre_semana
2024-07-25,Mojarra 2en1,Pescados,4,mesa,50000,Jueves,entre_semana
2024-07-25,Mojarra 2en1,Pescados,4,domicilio,50000,Jueves,entre_semana
2024-07-25,Trucha 2en1,Pescados,1,mesa,50000,Jueves,entre_semana
2024-07-25,Trucha 2en1,Pescados,1,domicilio,50000,Jueves,entre_semana
2024-07-25,Tierra Aire Mar,Pescados,1,domicilio,90000,Jueves,entre_semana
2024-07-25,Arroz con Pollo,Arroces,9,mesa,45000,Jueves,entre_semana
2024-07-25,Arroz con Pollo,Arroces,9,domicilio,45000,Jueves,entre_semana
2024-07-25,Almuerzo Ejecutivo,Corrientes,45,mesa,25000,Jueves,entre_semana
2024-07-25,Almuerzo Ejecutivo,Corrientes,36,domicilio,25000,Jueves,entre_semana
2024-07-26,Lengua en salsa,Sopas,1,mesa,60000,Viernes,entre_semana
2024-07-26,Lengua en salsa,Sopas,1,domicilio,60000,Viernes,entre_semana
2024-07-26,Sancocho de Gallina,Sopas,3,mesa,60000,Viernes,entre_semana
2024-07-26,Sancocho de Gallina,Sopas,3,domicilio,60000,Viernes,entre_semana
2024-07-26,Frijoles con Pezuña,Sopas,3,mesa,50000,Viernes,entre_semana
2024-07-26,Frijoles con Pezuña,Sopas,2,domicilio,50000,Viernes,entre_semana
2024-07-26,Pata,Sopas,1,mesa,27000,Viernes,entre_semana
2024-07-26,Pata,Sopas,1,domicilio,27000,Viernes,entre_semana
2024-07-26,Cola de Buey,Sopas,3,mesa,60000,Viernes,entre_semana
2024-07-26,Cola de Buey,Sopas,4,domicilio,60000,Viernes,entre_semana
2024-07-26,Cazuela de Mariscos,Sopas,1,mesa,53000,Viernes,entre_semana
2024-07-26,Cazuela de Mariscos,Sopas,1,domicilio,53000,Viernes,entre_semana
2024-07-26,Carne Asada (Chatas),Carnes,10,mesa,56000,Viernes,entre_semana
2024-07-26,Carne Asada (Chatas),Carnes,8,domicilio,56000,Viernes,entre_semana
2024-07-26,Carne Oreada,Carnes,3,mesa,56000,Viernes,entre_semana
2024-07-26,Carne Oreada,Carnes,3,domicilio,56000,Viernes,entre_semana
2024-07-26,Cabro con Pepitoria,Carnes,10,mesa,56000,Viernes,entre_semana
2024-07-26,Cabro con Pepitoria,Carnes,10,domicilio,56000,Viernes,entre_semana
2024-07-26,Costillas de Cerdo,Carnes,5,mesa,54000,Viernes,entre_semana
2024-07-26,Costillas de Cerdo,Carnes,5,domicilio,54000,Viernes,entre_semana
2024-07-26,Lomo de Cerdo,Carnes,4,mesa,54000,Viernes,entre_semana
2024-07-26,Lomo de Cerdo,Carnes,4,domicilio,54000,Viernes,entre_semana
2024-07-26,Sobrebarriga,Carnes,9,mesa,54000,Viernes,entre_semana
2024-07-26,Sobrebarriga,Carnes,11,domicilio,54000,Viernes,entre_semana
2024-07-26,Pechuga Asada,Carnes,2,mesa,52000,Viernes,entre_semana
2024-07-26,Pechuga Asada,Carnes,4,domicilio,52000,Viernes,entre_semana
2024-07-26,Mojarra 2en1,Pescados,5,mesa,50000,Viernes,entre_semana
2024-07-26,Mojarra 2en1,Pescados,5,domicilio,50000,Viernes,entre_semana
2024-07-26,Trucha 2en1,Pescados,1,mesa,50000,Viernes,entre_semana
2024-07-26,Trucha 2en1,Pescados,1,domicilio,50000,Viernes,entre_semana
2024-07-26,Tierra Aire Mar,Pescados,1,domicilio,90000,Viernes,entre_semana
2024-07-26,Arroz con Pollo,Arroces,8,mesa,45000,Viernes,entre_semana
2024-07-26,Arroz con Pollo,Arroces,9,domicilio,45000,Viernes,entre_semana
2024-07-26,Almuerzo Ejecutivo,Corrientes,52,mesa,25000,Viernes,entre_semana
2024-07-26,Almuerzo Ejecutivo,Corrientes,51,domicilio,25000,Viernes,entre_semana
2024-07-27,Lengua en salsa,Sopas,2,mesa,60000,Sábado,sabado
2024-07-27,Lengua en salsa,Sopas,2,domicilio,60000,Sábado,sabado
2024-07-27,Mute,Sopas,19,mesa,30000,Sábado,sabado
2024-07-27,Mute,Sopas,15,domicilio,30000,Sábado,sabado
2024-07-27,Sancocho de Gallina,Sopas,12,mesa,60000,Sábado,sabado
2024-07-27,Sancocho de Gallina,Sopas,10,domicilio,60000,Sábado,sabado
2024-07-27,Frijoles con Pezuña,Sopas,4,mesa,50000,Sábado,sabado
2024-07-27,Frijoles con Pezuña,Sopas,5,domicilio,50000,Sábado,sabado
2024-07-27,Pata,Sopas,3,mesa,27000,Sábado,sabado
2024-07-27,Pata,Sopas,2,domicilio,27000,Sábado,sabado
2024-07-27,Cola de Buey,Sopas,5,mesa,60000,Sábado,sabado
2024-07-27,Cola de Buey,Sopas,7,domicilio,60000,Sábado,sabado
2024-07-27,Cazuela de Mariscos,Sopas,2,mesa,53000,Sábado,sabado
2024-07-27,Cazuela de Mariscos,Sopas,2,domicilio,53000,Sábado,sabado
2024-07-27,Carne Asada (Chatas),Carnes,13,mesa,56000,Sábado,sabado
2024-07-27,Carne Asada (Chatas),Carnes,14,domicilio,56000,Sábado,sabado
2024-07-27,Carne Oreada,Carnes,6,mesa,56000,Sábado,sabado
2024-07-27,Carne Oreada,Carnes,3,domicilio,56000,Sábado,sabado
2024-07-27,Cabro con Pepitoria,Carnes,14,mesa,56000,Sábado,sabado
2024-07-27,Cabro con Pepitoria,Carnes,13,domicilio,56000,Sábado,sabado
2024-07-27,Costillas de Cerdo,Carnes,7,mesa,54000,Sábado,sabado
2024-07-27,Costillas de Cerdo,Carnes,11,domicilio,54000,Sábado,sabado
2024-07-27,Lomo de Cerdo,Carnes,6,mesa,54000,Sábado,sabado
2024-07-27,Lomo de Cerdo,Carnes,5,domicilio,54000,Sábado,sabado
2024-07-27,Sobrebarriga,Carnes,14,mesa,54000,Sábado,sabado
2024-07-27,Sobrebarriga,Carnes,12,domicilio,54000,Sábado,sabado
2024-07-27,Pechuga Asada,Carnes,5,mesa,52000,Sábado,sabado
2024-07-27,Pechuga Asada,Carnes,6,domicilio,52000,Sábado,sabado
2024-07-27,Mojarra 2en1,Pescados,9,mesa,50000,Sábado,sabado
2024-07-27,Mojarra 2en1,Pescados,7,domicilio,50000,Sábado,sabado
2024-07-27,Trucha 2en1,Pescados,2,mesa,50000,Sábado,sabado
2024-07-27,Trucha 2en1,Pescados,2,domicilio,50000,Sábado,sabado
2024-07-27,Tierra Aire Mar,Pescados,1,mesa,90000,Sábado,sabado
2024-07-27,Tierra Aire Mar,Pescados,1,domicilio,90000,Sábado,sabado
2024-07-27,Arroz con Pollo,Arroces,12,mesa,45000,Sábado,sabado
2024-07-27,Arroz con Pollo,Arroces,10,domicilio,45000,Sábado,sabado
2024-07-27,Almuerzo Ejecutivo,Corrientes,40,domicilio,25000,Sábado,sabado
2024-07-28,Lengua en salsa,Sopas,4,mesa,60000,Domingo,domingo
2024-07-28,Lengua en salsa,Sopas,3,domicilio,60000,Domingo,domingo
2024-07-28,Mute,Sopas,33,mesa,30000,Domingo,domingo
2024-07-28,Mute,Sopas,27,domicilio,30000,Domingo,domingo
2024-07-28,Sancocho de Gallina,Sopas,22,mesa,60000,Domingo,domingo
2024-07-28,Sancocho de Gallina,Sopas,19,domicilio,60000,Domingo,domingo
2024-07-28,Pata,Sopas,6,mesa,27000,Domingo,domingo
2024-07-28,Pata,Sopas,4,domicilio,27000,Domingo,domingo
2024-07-28,Cola de Buey,Sopas,11,mesa,60000,Domingo,domingo
2024-07-28,Cola de Buey,Sopas,15,domicilio,60000,Domingo,domingo
2024-07-28,Cazuela de Mariscos,Sopas,5,mesa,53000,Domingo,domingo
2024-07-28,Cazuela de Mariscos,Sopas,3,domicilio,53000,Domingo,domingo
2024-07-28,Carne Asada (Chatas),Carnes,33,mesa,56000,Domingo,domingo
2024-07-28,Carne Asada (Chatas),Carnes,22,domicilio,56000,Domingo,domingo
2024-07-28,Carne Oreada,Carnes,12,mesa,56000,Domingo,domingo
2024-07-28,Carne Oreada,Carnes,9,domicilio,56000,Domingo,domingo
2024-07-28,Cabro con Pepitoria,Carnes,33,mesa,56000,Domingo,domingo
2024-07-28,Cabro con Pepitoria,Carnes,28,domicilio,56000,Domingo,domingo
2024-07-28,Costillas de Cerdo,Carnes,16,mesa,54000,Domingo,domingo
2024-07-28,Costillas de Cerdo,Carnes,24,domicilio,54000,Domingo,domingo
2024-07-28,Lomo de Cerdo,Carnes,14,mesa,54000,Domingo,domingo
2024-07-28,Lomo de Cerdo,Carnes,11,domicilio,54000,Domingo,domingo
2024-07-28,Sobrebarriga,Carnes,35,mesa,54000,Domingo,domingo
2024-07-28,Sobrebarriga,Carnes,35,domicilio,54000,Domingo,domingo
2024-07-28,Pechuga Asada,Carnes,8,mesa,52000,Domingo,domingo
2024-07-28,Pechuga Asada,Carnes,12,domicilio,52000,Domingo,domingo
2024-07-28,Mojarra 2en1,Pescados,14,mesa,50000,Domingo,domingo
2024-07-28,Mojarra 2en1,Pescados,17,domicilio,50000,Domingo,domingo
2024-07-28,Trucha 2en1,Pescados,5,mesa,50000,Domingo,domingo
2024-07-28,Trucha 2en1,Pescados,4,domicilio,50000,Domingo,domingo
2024-07-28,Tierra Aire Mar,Pescados,2,mesa,90000,Domingo,domingo
2024-07-28,Tierra Aire Mar,Pescados,2,domicilio,90000,Domingo,domingo
2024-07-28,Arroz con Pollo,Arroces,20,mesa,45000,Domingo,domingo
2024-07-28,Arroz con Pollo,Arroces,29,domicilio,45000,Domingo,domingo
2024-07-30,Lengua en salsa,Sopas,1,mesa,60000,Martes,entre_semana
2024-07-30,Lengua en salsa,Sopas,1,domicilio,60000,Martes,entre_semana
2024-07-30,Sancocho de Gallina,Sopas,4,mesa,60000,Martes,entre_semana
2024-07-30,Sancocho de Gallina,Sopas,3,domicilio,60000,Martes,entre_semana
2024-07-30,Frijoles con Pezuña,Sopas,4,mesa,50000,Martes,entre_semana
2024-07-30,Frijoles con Pezuña,Sopas,2,domicilio,50000,Martes,entre_semana
2024-07-30,Pata,Sopas,1,mesa,27000,Martes,entre_semana
2024-07-30,Pata,Sopas,1,domicilio,27000,Martes,entre_semana
2024-07-30,Cola de Buey,Sopas,3,mesa,60000,Martes,entre_semana
2024-07-30,Cola de Buey,Sopas,4,domicilio,60000,Martes,entre_semana
2024-07-30,Cazuela de Mariscos,Sopas,1,mesa,53000,Martes,entre_semana
2024-07-30,Cazuela de Mariscos,Sopas,1,domicilio,53000,Martes,entre_semana
2024-07-30,Carne Asada (Chatas),Carnes,8,mesa,56000,Martes,entre_semana
2024-07-30,Carne Asada (Chatas),Carnes,9,domicilio,56000,Martes,entre_semana
2024-07-30,Carne Oreada,Carnes,3,mesa,56000,Martes,entre_semana
2024-07-30,Carne Oreada,Carnes,4,domicilio,56000,Martes,entre_semana
2024-07-30,Cabro con Pepitoria,Carnes,10,mesa,56000,Martes,entre_semana
2024-07-30,Cabro con Pepitoria,Carnes,10,domicilio,56000,Martes,entre_semana
2024-07-30,Costillas de Cerdo,Carnes,6,mesa,54000,Martes,entre_semana
2024-07-30,Costillas de Cerdo,Carnes,7,domicilio,54000,Martes,entre_semana
2024-07-30,Lomo de Cerdo,Carnes,3,mesa,54000,Martes,entre_semana
2024-07-30,Lomo de Cerdo,Carnes,4,domicilio,54000,Martes,entre_semana
2024-07-30,Sobrebarriga,Carnes,9,mesa,54000,Martes,entre_semana
2024-07-30,Sobrebarriga,Carnes,8,domicilio,54000,Martes,entre_semana
2024-07-30,Pechuga Asada,Carnes,2,mesa,52000,Martes,entre_semana
2024-07-30,Pechuga Asada,Carnes,4,domicilio,52000,Martes,entre_semana
2024-07-30,Mojarra 2en1,Pescados,4,mesa,50000,Martes,entre_semana
2024-07-30,Mojarra 2en1,Pescados,4,domicilio,50000,Martes,entre_semana
2024-07-30,Trucha 2en1,Pescados,1,mesa,50000,Martes,entre_semana
2024-07-30,Trucha 2en1,Pescados,1,domicilio,50000,Martes,entre_semana
2024-07-30,Tierra Aire Mar,Pescados,1,domicilio,90000,Martes,entre_semana
2024-07-30,Arroz con Pollo,Arroces,8,mesa,45000,Martes,entre_semana
2024-07-30,Arroz con Pollo,Arroces,6,domicilio,45000,Martes,entre_semana
2024-07-30,Almuerzo Ejecutivo,Corrientes,48,mesa,25000,Martes,entre_semana
2024-07-30,Almuerzo Ejecutivo,Corrientes,46,domicilio,25000,Martes,entre_semana
2024-07-31,Lengua en salsa,Sopas,1,mesa,60000,Miércoles,entre_semana
2024-07-31,Lengua en salsa,Sopas,1,domicilio,60000,Miércoles,entre_semana
2024-07-31,Sancocho de Gallina,Sopas,3,mesa,60000,Miércoles,entre_semana
2024-07-31,Sancocho de Gallina,Sopas,3,domicilio,60000,Miércoles,entre_semana
2024-07-31,Frijoles con Pezuña,Sopas,3,mesa,50000,Miércoles,entre_semana
2024-07-31,Frijoles con Pezuña,Sopas,2,domicilio,50000,Miércoles,entre_semana
